ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Epoch
-823304384.0,-823304400.0,81774.09,7672879.0,484229.78,-2.1297638370247647,4007
-314901760.0,-314901760.0,81631.305,7979848.0,495361.62,-9.251408372993705,4010
-77451544.0,-77451540.0,81562.3,7065333.5,284515.3,-29.46467932736549,4013
-9873839.0,-9873831.0,81547.31,7736567.5,324231.22,-29.265075402811192,4016
-2974503.25,-2974495.0,81539.5,7649464.0,362736.44,-27.702123240547692,4019
-926065.5,-926057.4,81529.04,7154554.0,341042.6,-4.539891985866459,4022
-656218.3125,-656210.2,81518.64,6779947.0,291680.7,-9.753855286714897,4025
-562787.75,-562779.6,81504.484,5904509.5,241151.67,-40.30100666045964,4028
-537733.6875,-537725.56,81485.625,5161432.0,278434.22,-33.32671745276703,4031
-502312.96875,-502304.8,81454.016,4975194.5,244712.88,-27.283212032902284,4034
-340943.59375,-340935.47,81405.76,3776446.0,126114.24,-1.491100207598337,4037
-312199.75,-312191.62,81362.34,3375253.5,123755.56,-10.27067223233694,4040
-288242.6875,-288234.56,81303.29,3068328.0,119044.05,-5.858077323579136,4043
-240355.75,-240347.62,81224.03,2616131.2,93495.89,-11.260484206128915,4046
-178211.265625,-178203.16,81123.31,1969070.0,66364.234,-26.163399170373847,4049
-145794.90625,-145786.81,80988.17,1653739.8,49992.01,-30.22764272220335,4052
-113047.0703125,-113038.984,80832.6,1299407.1,37030.164,-15.208097376950173,4055
-86495.578125,-86487.51,80683.13,1026146.44,25118.156,-14.022184450575448,4058
-60341.546875,-60333.496,80512.66,724732.5,16608.861,-17.157106685832748,4061
-46532.7890625,-46524.754,80347.8,590751.6,9600.244,-5.921154065043385,4064
-35557.17578125,-35549.156,80194.78,464231.7,6032.372,3.3274346521256892,4067
-26016.263671875,-26008.256,80074.98,343320.5,4023.838,-24.529582128184934,4070
-21955.080078125,-21947.076,80042.47,300965.56,2257.6748,-16.205001130627913,4073
-16763.98828125,-16755.984,80045.664,236300.05,1052.7737,-15.827607554089145,4076
-11553.5390625,-11545.531,80078.58,165598.22,422.891,-11.515053102121675,4079
-8751.9560546875,-8743.941,80147.266,126206.86,221.80573,-28.015422018967786,4082
-6074.66650390625,-6066.64,80265.03,88155.49,70.39626,-15.96917126637109,4085
-4613.7724609375,-4605.7285,80438.8,65476.06,179.38844,-25.934872408594664,4088
-2920.55859375,-2912.4922,80664.984,41573.812,67.3294,-20.75359123116542,4091
-1834.343017578125,-1826.2479,80951.44,25208.314,98.614975,-22.064696347767878,4094
-1117.4990234375,-1109.3689,81301.375,15332.632,26.771374,-13.870462590813156,4097
-831.6336059570312,-823.4707,81628.93,11089.54,28.576927,-18.297853611615917,4100
-623.254150390625,-615.06433,81897.98,8084.2812,21.117672,-16.932304312849826,4103
-445.3575744628906,-437.1417,82158.836,5506.835,15.926223,-40.34452144919157,4106
-335.2256164550781,-326.98737,82382.56,3909.136,12.908821,-31.323975823811857,4109
-238.6707305908203,-230.41693,82537.95,2525.598,8.54974,-3.4470445213554446,4112
-177.02743530273438,-168.77081,82566.3,1635.7295,6.4352555,1.7598829492430152,4115
-135.01039123535156,-126.76854,82418.5,1034.7906,4.457699,-15.957747487140896,4118
-112.49149322509766,-104.28975,82017.45,723.48193,2.3691578,-19.894913604433146,4121
-93.75965118408203,-85.62756,81320.86,458.33905,1.3042579,-20.318448911373576,4124
-77.83185577392578,-69.80018,80316.74,229.0701,0.8412679,-10.162588981180292,4127
-71.92351531982422,-64.0184,79051.14,146.16461,0.58743834,-8.020397321657127,4130
-68.59716796875,-60.847153,77500.17,98.98982,0.6184158,-34.79352938585036,4133
-65.15764617919922,-57.585934,75717.11,52.764755,0.42145652,-29.636237147100793,4136
-77.71102142333984,-70.30002,74110.0,237.39584,0.74735534,-32.95064280631196,4139
-89.71515655517578,-82.42588,72892.75,417.79398,0.6272874,-16.5782471805564,4142
-77.286376953125,-70.10841,71779.63,237.08052,0.49574354,-4.223567931402421,4145
-138.11444091796875,-131.0365,70779.34,1137.6418,0.47983277,-6.628061263110391,4148
-74.26394653320312,-67.26702,69969.29,195.49612,0.455142,-8.279145165800903,4151
-70.14987182617188,-63.237663,69122.12,136.07501,0.4426131,-18.94699743632466,4154
-68.3880844116211,-61.56236,68257.25,111.680145,0.4063152,-19.146883593120133,4157
-67.1189193725586,-60.384975,67339.42,93.67036,0.46734482,-8.970527004355658,4160
-64.27659606933594,-57.63289,66437.11,54.36837,0.3304876,-10.662841619509463,4163
-88.49563598632812,-81.9402,65554.375,412.85156,0.40378445,-21.655606047291826,4166
-75.3622055053711,-68.84383,65183.766,217.64546,0.5704253,-22.270260596837016,4169
-222.47164916992188,-215.9835,64881.484,2393.652,0.4144554,-17.900729082409725,4172
-88.47653198242188,-82.018845,64576.844,413.7779,0.4273705,-26.412290272229182,4175
-77.95886993408203,-71.52553,64333.406,259.21735,0.37628102,-38.6876519861329,4178
